school_number,name,motto,spirit,source_url
410020,神代,１．学校行事や部活動・生徒会活動を重視 ／ ２．「責任を伴う自由」の伝統 ／ ３．志望大学への合格を支援 ／ 学校のグランドデザイン,本校は制服ではなく標準服を採用するなど、他校と比べ、高校生活のルールも少なくなっています。様々な活動の場面を通じて、ルールで縛られなくても、マナーを守り、周囲への気づかいを忘れずに、正しく判断し行動できる、人間性・社会性豊かな生徒の育成を目指しています。,https://www.metro.ed.jp/jindai-h/our_school/education.html
408510,上水,生徒一人一人の個性を伸ばし、自らの進路に向けた意欲を育て、自己実現を図る ／ 教務担当教諭メッセージ ／ 概要（全日制普通科単位制高校） ／ 上水の単位制,単位制とは、学年ごとではなく、高校3年間で卒業に必要な単位を修得する学習制度です。本校では、普通科の科目を中心に多様な選択科目を学びます。生徒は各クラスに所属し、共通科目を学び、学校行事に参加します。朝のSHRから放課後の部活動まで、学年制の学校と変わらない学校生活を送ります。,https://www.metro.ed.jp/josui-h/our_school/education.html
406230,城東,「自律」：個性を伸ばし自主自律の精神を養う。 ／ 「友愛」：友情を育て協調心を培う。 ／ 「実践」：心身を鍛え旺盛な実践力を養う。 ／ （2）学校の教育目標を達成するための基本方針,学習指導、生活指導、進路指導及び特別活動の充実を図り、生徒の適性や能力を伸長する。,https://www.metro.ed.jp/joto-h/our_school/education.html
401290,蒲田,公民科、教務部、淺川貴広 ／ スクール・ポリシー ／ スクール・ポリシー(650KB) ／ 東京都立蒲田高等学校教育課程表(487KB),本校は、平成19年度より東京都教育委員会指定「エンカレッジスクール」として、“集い・鍛え・伸ばす ～学び直しで君の未来を変えよう～”を教育目標としています。これは本校が、“中学校までの学び直し”をコンセプトに、力を発揮できずにいる生徒が社会生活を送る上で必要な基礎的・基本的な学力を身に付けることを目標としているためです。社会に出てから役に立つことを学んでいきたい、基本的な勉強から、もう一度しっかりやり直したいといったような生徒の思いを応援し、励ます（encourage）のが本校の教育活動における特徴です。,https://www.metro.ed.jp/kamata-h/our_school/education.html
406760,葛西工科,令和８年度 年間行事計画 ／ 学校のグランドデザイン ／ グランドデザイン(158KB) ／ 教科指導の重点,令和８年度 年間行事計画　科学と人間生活演習（選）,https://www.metro.ed.jp/kasaikoka-h/our_school/education.html
406270,葛西南,○ 自主：自ら判断し、律して行動する ／ ○ 創造：豊かな創造力で未来を拓く ／ ○ 連帯：愛と責任をはぐくむ ／ スクールポリシー,本校は、主体的に行動し、社会に貢献できる若者の育成を目指して、基礎学力と規範意識の定着を重視している学校です。幅広い進路選択に対応できる充実したカリキュラムを用意し、きめ細かな進路指導を実施しています。また、行事や部活動も、広大な敷地や恵まれた施設・設備を利用して活発に行われています。本校では以下のような生徒を期待します。,https://www.metro.ed.jp/kasaiminami-h/our_school/education.html
407030,片倉,本校は普通科・普通科造形美術コースを有する学校として創立50 年を迎えます。 ／ 将来の可能性を切り開く意欲を持って入学した生徒は、豊かな自然に囲まれた環境で ／ 本校の特色あふれた教育活動に取り組んでいます。 ／ 友と学ぶ中で、さらに成長,本校は普通科・普通科造形美術コースを有する学校として創立50 年を迎えます。 友と学ぶ中で、さらに成長した自分を創り、明日を拓いていく力を身につけられるよう、,https://www.metro.ed.jp/katakura-h/our_school/education.html
406040,葛飾野,（2）学校の教育目標を達成するための基本方針 ／ キャリア教育計画に基づき、自らの意思で進路を決定していくことができる能力と態度を育成する。 ／ 先生からのメッセージ ／ 学校のグランドデザイン,権を尊重し、思いやりのある心豊かな情操を育むために、互いの人格を尊重し、思いやりと規範意識をもてるよう社会体験や自然体験、交流活動などの学習機会の充実を図る。 一人一人の生徒が、自ら考え行動し、生き生きとした学校生活を送れるよう、少人数・習熟度別学習やプロジェクト学習等における学習指導の工夫、学校行事の設定、特別活動の充実を図る。,https://www.metro.ed.jp/katsushikano-h/our_school/education.html
406420,葛飾総合,社会の変化に主体的に対応し、時代を切り拓いてゆく豊かな創造性と個性を持つ生徒 ／ 自らの在り方生き方を考え、明確な目的意識をもって意欲的に挑戦する生徒 ／ 思いやりのある心と規範意識を身につけ、高い知性をもつ社会に貢献できる生徒 ／ の育成,自分の強みとなる専門性向上のための探究活動の場を数多く設置しています。生徒たちは、3年間で自己理解を深めながら職業人インタビューや調査研究に取り組み、「夢を創り、夢を育て、夢をつなぐ」学習活動を実践しています。放課後や土曜日、長期休業中には講習を実施して、生徒ひとりひとりの可能性を拡げ「希望進路の実現に向けた指導」を行っております。進学指導においては、大学合格が最終目的ではなく、専門学校や大学を卒業した後の自分のあるべき姿をしっかりと捉えさせる指導をしています。ここ数年で国公立大学や有名私立大学に進学する生徒数が増えていますが、合格者数はあくまでも結果であると考えています。これまでの卒業生は、一般的な文系理系の学部への進学はもとより、体育系大学や美術系大学、音楽系大学、福祉看護系大学や専門学校、工業系大学に数多く進学し、総合学科の学びを自己の夢に結び付けた進路を実現しています。,https://www.metro.ed.jp/katsushikasogo-h/our_school/education.html
404410,桐ヶ丘,２ 教育目標 ／ （１）自己を深く見つめ、自己の能力や適性を発見し、それを大きく伸ばす態度を育む。 ／ （２）基礎・基本を学び、専門的知識・技術を身に付け、社会に貢献できる能力や態度を育む。 ／ （３）人権尊重の精神とともに、自主自立の精神,総合学校の特性を生かして、基礎教育科目である必履修科目と併せて専門教育科目である福祉、情報、芸術等の選択科目をとおして自己を見つめ、様々な教科・科目を学ぶ中で、自尊感情や帰属意識を高めていく。単位制を取り74単位以上の取得を課す。英語、数学、国語をはじめ、多くの科目で少人数教育を実践する。さらに、チャレンジスクール設置の目的を見失わず、再履修科目や多くの特色ある学校設定科目を設置するとともに、生徒個々の実態に応じたカリキュラム編成をおこなう。また、障害に基づく種々の困難を主体的に改善・克服するため、自立活動を教育課程に位置づけて必要な生徒に対して実施する。,https://www.metro.ed.jp/kirigaoka-he/our_school/education.html
404730,北豊島工科,生涯を通じて、自ら学び考える思考力と判断力のある人間の育成 ／ 社会の一員として、文化の発展と国際社会に広く貢献できる人間の育成 ／ 心身がともに健康で、社会の変化に適応できる人間の育成 ／ ものづくりをとおして、豊かな創造性と正しい職業観,「奉仕」や「ボランティア」の体験を通して、社会や地域の福祉及び文化の発展に寄与する態度を養う。防災教育の推進しつつ、地域と連携した災害時の自助・共助理解を深め、防災活動支援隊を組織し、地域の防災活動に参加する。,https://www.metro.ed.jp/kitatoshimakoka-h/our_school/education.html
404210,北園,責任ある自由とは ／ 自分の行動に責任をもつ。 ／ 責任と自由は表裏一体であることを理解する。 ／ 規律ある自由とは,自由と責任を重んじ、自立の精神に充ちた個性豊かな人間を育成する。　責任と自由は表裏一体であることを理解する。　規律を大切にして集団生活のルールを守る。,https://www.metro.ed.jp/kitazono-h/our_school/education.html
409250,清瀬,「からだを鍛え、情操の豊かな人を育てる」 ／ 「自己にきびしく、責任を重んずる人を育てる」 ／ 《得意を伸ばして、苦手を克服、君のやる気に答えます》 ／ 《部活動で心と体を鍛えます》,教育目標のもと、本校では、調和のとれた人格形成を目指す教育を進めています。理性を育て、学力を高めることはもちろん、他者への思いやりの心をもって行動する力、やるべきことを最後までやりきる力、何事にも積極的にチャレンジする力、様々な物事に感動し、そして感謝する力をすべて併せ持つ人材を育成する教育を行います。,https://www.metro.ed.jp/kiyose-h/our_school/education.html
409210,小平,2) 誠実 (Sincerity) 真心をもってやりとおす。 ／ 3) 英知 (Intelligence) 深くすぐれた知性を養う。 ／ 特色ある教育活動等 ／ 1. 国際理解教育,普通科では、芸術や化学の選択を置き、文理芸術など多様な進路に合わせて幅広く授業が選択できるようになっています。情報技術、社会全体の変化に合わせて、今、日本の学校は大きな変革期を迎えています。これに合わせて、学校現場では「ただ先取りする」「闇雲にたくさんのことを覚える」「ひたすらドリルを繰り返す」、そう言った古い教育の形から、柔軟で多様な発想を育み、未知の課題に気づき向き合う新しい「学びの形」への試行錯誤が繰り返されています。本校では1学年の3学期になると英語コミュニケーションⅠの授業で生徒が先生になって授業を進める取り組みがあります。生徒同士で教えることで普段の学びから発展に繋げることができます。,https://www.metro.ed.jp/kodaira-h/our_school/education.html
409270,小平南,自ら考え、正しく判断し、将来を洞察する能力の基礎を養う。 ／ 究極の目標として、創造と英知を目指す。 ／ 小平南高校の教育活動の特徴 ／ 年間約18回の土曜日授業,自覚に基づいて真剣に努力し、基礎学力を身につけ、心身を鍛えるとともに、豊かな感受性を養う。,https://www.metro.ed.jp/kodairaminami-h/our_school/education.html
409220,小平西,キャプション ／ グランドデザイン ／ グランドデザイン(533KB) ／ 教育課程 (214.5KB),そして、自己肯定感を高め、揺るぎない自信を身につけて、自らの将来を自ら切り開いていくことができる生徒の育成を目指しています。 本校は、主体的・対話的で深い学びを追求し、学力の向上を目指し、さらに授業以外でも放課後の自習室を開放するなどで生徒の学力を伸ばすための支援をしています。,https://www.metro.ed.jp/kodairanishi-h/our_school/education.html
409030,小金井北,秩序を重んじて、規律を守りよく協調する ／ 目的をもって、持てる能力のすべてを投入する ／ 先生からのメッセージ ／ 教科指導の重点,本校に入学した生徒が、互いに切磋琢磨しながら充実した高校生活を送ることで、人間として大きく成長することを願っています。,https://www.metro.ed.jp/koganeikita-h/our_school/education.html
409710,小金井工科,（2）すぐれた芸術を理解し、美的創造性と鑑賞力を発達させる。 ／ （1）他人の人格、立場および意見を尊重し、互いに協力する態度習慣を培う。 ／ （2）公正で建設的な意見を冷静に表現する能力と、討議の決定には謙虚に従う寛容な態度を養う。 ／ ,かけがえのない個性の尊さに目覚め、自己の創造的自発性を正しく伸ばし、真理探究の科学的知性と、正しい倫理的判断に基づき、進んで善をなす道徳的意志と、美しいものに憧れてやまぬ芸術的心情とを陶冶し、積極的な行いのうちにも放恣に走らぬ責任ある自律性を養う。,https://www.metro.ed.jp/koganeikoka-he/our_school/education.html
404710,工芸,高等学校の普通教育及び工業・工芸・デザインに関する専門教育を行い、次の目標の達成に努める。 ／ 教養と人格の向上を図り、民主的な精神を育成する。 ／ 自らの資質や能力を高め、自己実現を図る力を育成する。 ／ 社会の変化に主体的に対応できる産,ホームルーム活動・生徒会活動・学校行事等の集団活動を通して、自主的・実践的な態度、自他を尊重する態度や協調性を育てる。 生徒が社会で主体的に貢献できる「生きる力」を育てるため、問題解決能力や自発的・創造的・共同的に取り組む態度を育てる。,https://www.metro.ed.jp/kogei-h/our_school/education.html
405220,江北,スクールミッション・グランドデザイン等 ／ スクールミッション等 (135KB) ／ 都立江北高等学校グランドデザイン［2025改訂］ (203.9KB) ／ 令和8年度 教科指導の重点(221KB),江北高校では「地域に誇れる進学校を目指す」と同時に「地域に貢献する学校」を理想の学校像の１つとして日々の教育活動を行っています。「地域に貢献する学校」となるためには、江北高校で学んだ様々な知識・技能を活用することで、自分を育ててくれた地域社会のために活躍できる人材を一人でも多く輩出することが必要であると考えます。,https://www.metro.ed.jp/kohoku-h/our_school/education.html
406260,小岩,令和8年度スクールポリシー(147KB) ／ 教育課程【令和6年度以降入学生】その1(110KB) ／ 教育課程【令和6年度以降入学生】その2(135KB) ／ 教科の重点指導,そして本校の三大行事である体育祭、文化祭、合唱祭を通して「人間力」を培っていきます。それぞれ「一体感」「おもてなし」「ハーモニー」を基本テーマとし、クラスや部活動で知恵を出し合いコミュニケーションを図り、人間関係を深め、相互を理解しあい、人のために尽くす気持ちを育みます。他には国際理解教育にも力を入れ、海外修学旅行や国際交流を積極的に実施しています。平成31年度より第二期英語教育推進校として指定されており、教科指導における教材開発・活用、英語検定取得者の大幅増と、確実に成果をあげています。近年のグローバル社会において、異文化の人々や多様な価値観を理解し、想像力を高め、より良い人間関係を築くための「人間力」を育てていきます。,https://www.metro.ed.jp/koiwa-h/our_school/education.html
409240,国分寺,（2）目指す生徒像 ／ グローバル社会に対応できる知性やコミュニケーション能力をもち心身共にたくましく生きる生徒 ／ 学びの目的意識や探究心をもち、自己の目標達成に向けて自主的・自律的に努力する生徒 ／ グランドデザイン,進学重視型単位制高校として、中学校卒業後３年間で難関国立大学等を含めた国公立大学や難関私立大学等をはじめ、希望大学への進学を可能にし、グローバル社会の指導的人材を育成する学校 習熟度別指導や充実した内容の選択科目の設置、平日や長期休業日の補習補講、組織的な学習指導・進路指導・生徒指導等により、現役での進路希望実現に必要とされる学習の量と質を保証する学校,https://www.metro.ed.jp/kokubunji-h/our_school/education.html
402030,駒場,普通科 保健体育科 ／ １ スクール・ミッション ／ ２ 教育目標 ／ (1) 学校の教育目標,体育祭、都駒祭、修学旅行、野外実習（遠泳、スキー、キャンプ）、実技発表会等、学校行事における集団行動の機会を通して、協働・規律・責任等を重んじる態度を養う。,https://www.metro.ed.jp/komaba-h/our_school/education.html
410050,狛江,新開拓と勤労 ／ グランドデザイン及びスクール・ポリシー ／ 令和7年度 グランドデザイン及びスクール・ポリシー(2MB) ／ 教育課程表（令和６・７年度入学生） (110.6KB),人格の完成を目指し、平和的で民主的な国家および社会の形成者として必要な資質を備えた心身ともに健康な国民の育成を期して、わが国の歴史や文化を継承しつつ変化の激しい国際社会に適応し得る、たくましく生き抜く生徒を育成する。,https://www.metro.ed.jp/komae-h/our_school/education.html
406240,小松川,スクール・ポリシー ／ 〇グラデュエーション・ポリシー ／ 〇カリキュラム・ポリシー ／ 〇アドミッション・ポリシー,社会人としての規範意識を醸成し、公共心を持ち自立した生徒を育成するために、生活指導の徹底を図るとともに、道徳教育を充実させる。,https://www.metro.ed.jp/komatsugawa-h/our_school/education.html
401230,小山台,東京都立小山台高等学校全日制グランドデザインPDF(199KB) ／ スクールポリシー ／ 令和8年度 スクールポリシー(148KB) ／ 教育課程表 【令和４年度入学生より】,平成19年に東京都教育委員会から進学指導特別推進校の指定を受け、国公立大学や難関私立大学への進学者が年々増加しています。教育課程は「すべての学問はつながっている」と言う「小山台教養主義」のもと2年生までは文理選択を行わず、すべての教科を履修します。また、将来の夢の実現のためにキャリア教育プログラムにより、将来社会に貢献できるリーダーの育成に取り組んでいます。,https://www.metro.ed.jp/koyamadai-h/our_school/education.html
410240,国立,明朗な気風を養い、個性と創造力の豊かな人になる。 ／ 社会に貢献し、困難・辛苦に耐え得る人になる。 ／ グランドデザイン ／ 学校グランドデザイン(172KB),人間性豊かに成長することを願い、将来有為な社会の形成者となることを希求し、次の目標を掲げて教育を推進する。,https://www.metro.ed.jp/kunitachi-h/our_school/education.html
405710,蔵前工科,学校行事や部活動に積極的に取り組ませ、社会性と心身ともに健康な身体を育成する。 ／ 安全教育を推進し、自他の安全に配慮したものづくり人材を育成する。 ／ 教員インタビュー ／ 教科指導の重点,進路については、例年、概ね７割が就職、３割が進学をしています。長い歴史の中で多くの卒業生が各界で活躍しており、そこで培われた企業との信頼関係により、難関といわれる大企業や、特殊な技術をもった企業等から多くの求人をいただいております。そして、就職を希望する生徒たちは、その広い選択肢の中から、それぞれの学科で得た知識・技能を活かした職種を希望し、毎年100％の内定を勝ち取っています。一方、各大学への進学実績も残していることから、理工系大学を中心に多くの大学から指定校推薦枠をいただいており、大半が指定校推薦で進学しているほか、ＡＯ入試でも進学する生徒も増えてきています。,https://www.metro.ed.jp/kuramaekoka-h/our_school/education.html
409060,久留米西,将来を見つめた学習の意義を理解させ、個性の進展を図る。 ／ 豊かな心と創造力を養い、健康の増進を図り、安全確保に努める。 ／ 人権尊重と自主自律の態度を養い、責任を重んじて行動する人間を育てる。 ／ 各教科・科目の指導,教育目標を達成するための基本方針　将来を見つめた学習の意義を理解させ、個性の進展を図る。　豊かな心と創造力を養い、健康の増進を図り、安全確保に努める。　人権尊重と自主自律の態度を養い、責任を重んじて行動する人間を育てる。　学習意欲を高め、予習復習を徹底させる。　授業に集中させ、学習効果を高める。　ホームルーム、生徒会、部活動に積極的に参加させる。　自然の保護と緑化に取り組ませ、勤労を尊ぶ姿勢を養う。,https://www.metro.ed.jp/kurumenishi-h/our_school/education.html
407210,町田,学んで想像力を伸ばせ（遍く友愛の心を広げるために） ／ 学んで実践力を示せ （自身を豊かに意味づけるために） ／ スクール・ミッション、スクール・ポリシーについて ／ 【スクール・ミッション】,基礎学力を身に付けた社会に貢献できる生徒の育成を目指し、勤労と学習の両立を図り、計画的で節度ある生活態度を培うとともに、発展的に学ぶ態度を育成する教育活動を通じて、一人尊重し共生の要性認 識し、互いの価値観を認め合う心をもった生徒を育成する。,https://www.metro.ed.jp/machida-h/our_school/education.html
407720,町田工科,個性を伸ばし、独創性の豊かな人を育てる。 ／ 勤労をたっとび、努力をおしまない人を育てる。 ／ 進歩する工業技術に対応できる人を育てる。 ／ 先生からのメッセージ,町田工業高校はこれまで、2年次から5つの系列で人材を育成してきましたが、上記の時代背景に基づき系列の一部を見直しました。具体的には、「アプリケーション」と「情報システム」を発展的に統合して「情報テクノロジー」とし、令和2年度入学生の2年次から「情報デザイン」、「情報テクノロジー（２学級予定）」、、「電気システム」、「機械システム」の4系列5学級としました。これにより『Society5.0』を創り、守り、育て、広い範囲で即戦力として活躍し未来を担う技術者を育成します。,https://www.metro.ed.jp/machidakoka-h/our_school/education.html
407420,町田総合,教務課担当教員のメッセージ ／ 学校のグランドデザイン ／ グランドデザインPDF(185KB) ／ スクールポリシー,多様な選択科目や特色ある部活動、地域探究活動など、生徒が「自分創り」を進めていくための環境や選択肢を幅広く用意していることが大きな特徴です。デジタル社会がますます進展する中で、多くの情報をもとに自分の意思で主体的に「選択する力」、自他の意見を尊重し合える「コミュニケーション力」が必要になっています。,https://www.metro.ed.jp/machidasogo-h/our_school/education.html
402210,松原,「人格の完成を目指し、有為な社会人を育成する。」以下の資質を備えた生徒を育てる。 ／ 自己の可能性を追求し続ける個性豊かな人間 ／ 規範意識に富み、勇気を持って正しく行動できる人間 ／ 地域に貢献する姿勢と行動力を身につけ、地域社会に調和し,「都立高校生活指導指針」に基づく指導の充実を図り、生徒に集団生活の意義を自覚させ、社会人としての基本的なルールやマナーを身につけさせる。,https://www.metro.ed.jp/matsubara-h/our_school/education.html
407070,松が谷,人を思いやり、人のために尽くすひと ／ 社会に目を開き、広い視野をもって考え生きる人 ／ 自然を愛し、自然との触れ合いを大切にする人 ／ 真なるもの善なるもの美しいものを求め、常に向上する人,外国語コースでは、実践的な英語力の習得を目標に、外国人講師による少人数の英会話授業を実施しています。昨年度より、東京都教育委員会から英語教育推進校に指定され、一層の外国語教育の充実を図っています。外国語コースで長年培ってきた専門的な指導方法は、普通科でも実践されています。「英語プラス自分の好きな1教科」で基礎を固め、進路実現を目指そうと、全校を挙げて英語教育の推進に取り組んでおります。,https://www.metro.ed.jp/matsugaya-h/our_school/education.html
402040,目黒,世界の平和、福祉のために自ら進んで社会に貢献できる知性豊かな人格を培う。 ／ 良き個性を伸長し、健康を増進し、適正な進路を選択する能力を養う。 ／ 自主・自律の精神を育成し、自他の人格を尊重する態度を養う。 ／ 教科指導、進路指導を充実させ,目黒高校は夢を実現するために努力を惜しまない皆さんを最後まで支えます。高等学校で学ぶことは全て人生にとって重要な事ばかり。勉強で知識や技能を身に付けることだけでなく、部活動や学校行事にも全力で取り組みチーム目黒として前進しよう。部活動で我慢や努力、責任や充実感を、学校行事で協働や協力、コミュニケーションや達成感を味わい、その経験から得た力を学校生活に生かし、自分の将来を切り開く力を身に付けてください。勉強も部活動も学校行事も全てが重要な時間であり、人生を豊かなものにしてくれるのです。又DX（デジタルトランスフォーメーション：IT技術を浸透させることで人々の生活をより良い方向へ変化させること）にも一早く取り組みi-Padを活用した学びの改革も進めています。(R4から全生徒が利用),https://www.metro.ed.jp/meguro-h/our_school/education.html
401520,美原,"そのために、 ／ （1）創造性 ／ 知的好奇心に富み,個性と創造性にあふれる生徒 ／ （2）自律性",令和4年度入学の18期生から教育課程が新しくなりました。外国語の必修単位が増え、3年次に国語・社会・数学・理科・外国語の科目から構成される学力向上科目群から選ぶ必修選択の時間が新たに設けられます。基礎基本の定着から応用まで確かな学力を伸ばすカリキュラムです。また、学習支援クラウドサービスを日々の学習や授業に取り入れています。,https://www.metro.ed.jp/mihara-h/our_school/education.html
407100,南平,(1) 学校の教育目標 ／ 自立した個人としての成長をめざし、自主自律の精神を実践する人を育てる。 ／ 有為な社会人をめざし、奉仕と連帯の精神を実践する人を育てる。 ／ 平和的な国際人をめざし、正義を愛し人権を重んじ自他を大切にする人を育て,1年生は、名称を「人間と社会」とし、道徳性を養い、より良い自分の生き方を主体的に選択し行動する力を育成する。地域と連携した防災教育やボランティア活動では、社会に貢献できる能力と精神を養う。,https://www.metro.ed.jp/minamidaira-h/our_school/education.html
406050,南葛飾,学習環境が整えられ、「学ぶ喜び」を実感できる学校 ／ 生徒の自主性と創造力を伸ばす学校 ／ 生徒の学力を向上させ、進路希望を実現する学校 ／ 地域と協力して、社会貢献のできる学校,南葛飾高校は東京の東部、下町の真ん中にある学校です。多くの生徒が地元葛飾区や近隣の江戸川区、足立区から登校してきます。校門での気持ち良い挨拶から一日が始まります。素直で心優しい生徒が多く、元気いっぱい授業に参加しています。少人数制授業や習熟度別授業ではそんな生徒の皆さんにきめ細やかな指導をすることができます。また、全日制普通科の南葛には多くの進路希望を持った生徒が入学します。そんな生徒達にも多くの選択科目が設定され、生徒1人1人にあった授業を履修することができます。多様な生徒がいる南葛ですが、数年前から在京外国人対象の入試が始まりました。様々な国の生徒が全校で60人以上在籍しています。この数年でますます多様性が進んできています。,https://www.metro.ed.jp/minamikatsushika-h/our_school/education.html
403420,稔ヶ丘,【スクールミッション】 ／ 【 スクールポリシー】 ／ （１）グラデュエーション・ポリシー ／ ①セルフコントロール ～自分を高め、前に踏み出す勁い心～,『勁い心』と『 自立した未来 』を育てる教育理念のもと、生徒が知性・感性・道徳心や体力を育み、人間性豊かに成長すること」を教育目標として、基礎学力を身に付け、特色ある授業を通して社会で生きる基盤と自他のチャレンジを尊重する姿勢を育みながら、社会で飛躍する生徒を育成します。,https://www.metro.ed.jp/minorigaoka-he/our_school/education.html
401040,三田,自主・創造の意欲と忍耐力・協調性との調和のとれた高い徳性を持つ指導者 ／ 自己を厳しく律し常に進取の気概を持って社会貢献できる開拓者 ／ 教務課担当教員のメッセージ ／ 学校のグランドデザイン,三田高校では、生徒の希望に応じた様々な進路に対応するため、学びの幅をひろげる教育課程を編成しています。基礎学力の充実はもちろんのこと、応用力の伸長をはかる授業を実施しています。年間20回の土曜日授業を行い、生徒の学力伸張をはかります。また、探究活動を取り入れた「主体的・対話的で深い学び」と「鍛える授業」により、進路希望に応えます。三田高校では、将来の進路実現をかなえる授業を実施しています。,https://www.metro.ed.jp/mita-h/our_school/education.html
412010,三宅,スクール・ポリシー ／ （１）グラデュエーション・ポリシー ／ 「郷土理解」：郷土の実態について理解し、島を離れてもなお、郷土を想うことができる感性。 ／ 「コミュニケーション力」：他者と意思疎通をし、目的達成に向かって協働することができる,「努力、信頼、継続」を目標とし、地域と連携した郷土理解教育や地域貢献、個に応じた学習支援、３年間を見通した系統的な進路指導、火山学習等の防災安全教育といった教育活動を通じて、郷土を愛し、課題と向き合い、他者と協働して解決へと導いていく人材を育成します。,https://www.metro.ed.jp/miyake-h/our_school/education.html
408820,瑞穂農芸,真理と正義を愛し、勤労と責任を重んじ、心身ともに健康な民主社会の担い手の育成を目指して、 ／ 自律と協力の精神を高める。 ／ 幅広い教養と高い専門性を培う。 ／ 豊かな心と望ましい職業観を育てる。,品位のある態度・服装・言葉遣いを身に付けさせ、社会の一員としての自覚を持たせる。,https://www.metro.ed.jp/mizuhonogei-h/our_school/education.html
406290,紅葉川,自ら情報を集め、論理的に考え、行動できる力 ／ 社会性と責任感をもって互いに尊重し合い、適切にコミュニケーションを取る力 ／ スクール・ポリシー ／ (1) グラデュエーション・ポリシー,社会が変わり、求められる知識や技術は変わっても、人間として必要な姿勢は変わりません。90年の本校の歴史を通して紡いできたこの校訓を時代の要望に応じた形で、具現化し、これからの社会で求められる、豊かな人間性、主体性、コミュニケーション能力、思考力、行動力、課題発見・解決力などを育成し、どのような時代であっても、他者を大切にし、前向きに、自分の力で人生を切り開くことのできる人材を育成することが本校の務めです。,https://www.metro.ed.jp/momijigawa-h/our_school/education.html
404020,向丘,自ら学び、未来を切り拓く力を育む（自主） ／ 他者を尊重し、社会に貢献する心を育む（誠実） ／ 豊かな感性を磨き、生きる喜びを感じる心を育む（明朗） ／ 特別活動の特色,生徒同士、そして生徒と教職員の間の信頼関係は深く、この良好な関係性の上に、規律ある学習活動と活発な特別活動が展開されています。,https://www.metro.ed.jp/mukogaoka-h/our_school/education.html
409010,武蔵,－国際社会に貢献できる知性豊かなリーダーの育成－ ／ 地域に根ざした伝統校 ／ 詳しくはこちら ／ 中高一貫6年制学校,「地球と私」をテーマにした自然・社会・人文科学を中心に、教科を横断的（各教科の内容が複合的に必要になる学習内容）に学びます。文献調査、実験、観察、インタビュー、アンケート調査などの調査体験活動や、グループワークやグループディスカッションを通じて課題研究を行い、まとめとして論文作成や研究発表を行います。,https://www.metro.ed.jp/musashi-h/our_school/feature.html
403030,武蔵丘,１ スクール・ミッション ／ ２ 教育目標 ／ 個性を伸ばし、社会に貢献する人を育てる。 ／ ３ スクール・ポリシー,「明朗性、自主性、社会性」を教育理念に、学習活動の充実から自学自習の定着を図ることで着実な進路実現へと導き、一貫した規律ある指導、生徒が創りつないでゆく伝統行事や絆を深める特色ある教育活動を通し、個性を伸ばし、社会に貢献する力を育成します。,https://www.metro.ed.jp/musashigaoka-h/our_school/education.html
408070,武蔵村山,大愛に生きる人であれ ／ 人間性を重んずる ／ 誠実であることを求める ／ 厳正であることを欲する,生活指導として、社会に出れば、当たり前と言われるような服装、言葉使いなどTPOに合わせた様々なことを教員全体で徹底して指導しています。,https://www.metro.ed.jp/musashimurayama-h/our_school/education.html
409020,武蔵野北,School policy スクール・ポリシー ／ （１）グラデュエーション・ポリシー ／ （２）カリキュラム・ポリシー ／ （３）アドミッション・ポリシー,２年次までは、一人一人が、自らの将来を展望し、青年期にふさわしい広く深い知識に裏付けられた教養を主体的に身に付けて人生を豊かなものとするために、学問分野を限定せず、すべての教科をバランスよく学びます。３年次では、多様化する大学入試への対応と、個々の進路希望の具現化を目指して数多くの選択科目から、個々の進路希望に応じた教科・科目を選択して、集中的に効率よく学びます。,https://www.metro.ed.jp/musashinokita-h/our_school/education.html
410250,永山,「豊かな人間性を培う」 ／ 「健康な心身を作る」 ／ 「望ましい個性を伸ばす」 ／ 本校が大事にしているのは、生徒の価値をいかに高めるかということです。,言葉を変えていえば 薄っぺらい人間になるな 心と体を鍛えよ 自慢できる個性をもてということです。 「これからの国際社会で活躍することができる豊かな教養と人間性」この力を本校では、未来志向の人間力としました。,https://www.metro.ed.jp/nagayama-h/our_school/education.html
403710,中野工科,人権尊重の精神と自主独立の精神を高める。 ／ 責任感と創造力の育成を図る。 ／ 地域社会・国際社会の理解及びそれに貢献できる能力を確立する。 ／ 教育活動全体を通して、生徒の思いや願いを受け止め、認め・励ます指導を推進する。,中野工科高校は生徒の頑張りを応援する学校です。三年間、不安に思うことはあるかもしれませんが、がむしゃらに頑張ってみてください。頑張っていれば結果はついてきます。そして、最終的には社会で生きていくために必要な学力と就職先があなたを待っています。勉強が苦手？そんなものは本校では関係ありません。本校で必要なものはやる気です。,https://www.metro.ed.jp/nakanokoka-h/our_school/education.html
407240,成瀬,（１）高い知性と創造力を培う。 ／ （２）広い視野をもち、品格ある豊かな人間性を養う。 ／ （３）若さあふれる健康な身体をつくる。 ／ ２ 目指す学校,本校に寄せる地域の熱い期待に応えうる「知・徳・体の調和のとれた全人教育」を推進する進学校として、   社会のリーダーを育成する学校を目指し、以下具体的な学校像を示す。 （５） 体罰やいじめの未然防止の徹底及び特別支援教育の整備に取り組み、地域に根ざした体験活動等を行うことで、保護者や地域から信頼され、中学生及びその保護者から選択される学校,https://www.metro.ed.jp/naruse-h/our_school/education.html
